Number of Topics,Gensim,Mallet,Sklearn
5,0.46184195361390135,0.44858092841456765,0.4096144885862921
10,0.5083267314014028,0.49413672444062284,0.47151531167125704
15,0.5173025233768151,0.5412890349554039,0.49921402262002523
20,0.5100225510388886,0.5556177824118567,0.5030186694480753
25,0.4986982772964478,0.5582274830831271,0.4890861678911112
30,0.5022689047577298,0.5695313464364519,0.5016556097173605
35,0.5108362081098707,0.5640550715445907,0.49632687487505434
40,0.505247584749094,0.5603916056870162,0.4855165249316915
45,0.5168580099192154,0.5722488879588971,0.4821574502927805
50,0.4928225414122205,0.5609513435905085,0.4833243884461415
55,0.5022100110095109,0.5659124207097744,0.5005677022182216
60,0.47211714019675105,0.5641163663916714,0.49767894926923056
65,0.4766552170186863,0.5608476516648069,0.4910112672659279
70,0.4934213150104872,0.5571075278197586,0.4909153635056347
75,0.4615440100254703,0.5585961808581232,0.48676260679730965
80,0.466173301449742,0.5540341725229844,0.46735986199897256
85,0.48220900455889454,0.5562021730764845,0.5028197152954602
90,0.48946831291026627,0.5533542645170928,0.4945417801872669
95,0.4725651006638192,0.5497588080525853,0.5008238811796842
100,0.47853107706695647,0.5431406457967458,0.5016288283389662
